n,model,accuracy,macro_f1,top5_accuracy
100000,hoeffding_adaptive,0.13312133121331213,0.03815102338338703,0.43409434094340943
100000,adaptive_forest,0.1955219552195522,0.07986288799254755,0.5148351483514835
100000,active_naive_bayes,0.08221082210822109,0.004857114409211952,0.2824228242282423
100000,active_hoeffding_tree,0.12684126841268412,0.04746890104566519,0.4274742747427474
100000,active_hoeffding_adaptive,0.13109131091310913,0.047564304634918834,0.4207742077420774
105000,baseline_no_change,0.17087781788397985,0.13287655483489869,0.1851047619047619
105000,baseline_prior,0.10073429270754959,0.00528174996994254,0.4113753464318708
105000,naive_bayes,0.07587691311345822,0.0023906998265864903,0.29616472537833693
105000,logistic_ovr,0.07587691311345822,0.0023906998265864903,0.29616472537833693
105000,hoeffding_tree,0.1279821712587739,0.0469146292012421,0.42842312783931275
105000,hoeffding_adaptive,0.13137267973980704,0.03750223575170848,0.43249935713673465
105000,adaptive_forest,0.1960494861855827,0.07872369629797188,0.5147858551033819
105000,active_naive_bayes,0.08136267964456805,0.004814060772161976,0.2816788731321251
105000,active_hoeffding_tree,0.1279821712587739,0.0469146292012421,0.42842312783931275
105000,active_hoeffding_adaptive,0.1324774521662111,0.04710074350944762,0.4211087724644997
110000,baseline_no_change,0.16979245265866053,0.13139923535645262,0.18445454545454545
110000,baseline_prior,0.10046454967772435,0.005246491510476082,0.41058555077773434
110000,naive_bayes,0.07530068455167774,0.0023738156356584196,0.2962845116773789
110000,logistic_ovr,0.07530068455167774,0.0023738156356584196,0.2962845116773789
110000,hoeffding_tree,0.12945572232474842,0.046910775374614695,0.43020391094464494
110000,hoeffding_adaptive,0.132246656787789,0.03721844738420511,0.43319484722588386
110000,adaptive_forest,0.19681088009890998,0.07783918862159277,0.514241038554896
110000,active_naive_bayes,0.0801643651305921,0.004754863501948733,0.28082073473395214
110000,active_hoeffding_tree,0.12945572232474842,0.046910775374614695,0.43020391094464494
110000,active_hoeffding_adaptive,0.1341194010854644,0.04701050189842793,0.4230311184647133
